,Date,State Name,Vegetable Name,Wholesale Price,Retail Price,Shopping Mall Price,Units,Vegetable Image
47,2024-06-02,Maharashtra,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
48,2024-06-02,Maharashtra,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-06-02,Maharashtra,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,resource/images/vegetables/shallot-64.png
50,2024-06-02,Maharashtra,Snake Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-06-02,Maharashtra,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-06-02,Maharashtra,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
53,2024-06-02,Maharashtra,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-06-03,Maharashtra,Onion Big,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionbig-64.png
1,2024-06-03,Maharashtra,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-06-03,Maharashtra,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
3,2024-06-03,Maharashtra,Green Chilli,87,100 - 110,104 - 144,1kg,resource/images/vegetables/greenchili-64.png
4,2024-06-03,Maharashtra,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
5,2024-06-03,Maharashtra,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
6,2024-06-03,Maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
7,2024-06-03,Maharashtra,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-06-03,Maharashtra,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
9,2024-06-03,Maharashtra,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-06-03,Maharashtra,Baby Corn,60,69 - 76,72 - 99,1kg,resource/images/vegetables/babycorn-64.png
11,2024-06-03,Maharashtra,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-06-03,Maharashtra,Capsicum,41,47 - 52,49 - 68,1kg,resource/images/vegetables/capsicum-64.png
13,2024-06-03,Maharashtra,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-06-03,Maharashtra,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-06-03,Maharashtra,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-06-03,Maharashtra,Broad Beans,65,75 - 83,78 - 107,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-06-03,Maharashtra,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
18,2024-06-03,Maharashtra,Carrot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/carrot-64.png
19,2024-06-03,Maharashtra,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-06-03,Maharashtra,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-06-03,Maharashtra,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
22,2024-06-03,Maharashtra,Colocasia Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-06-03,Maharashtra,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
24,2024-06-03,Maharashtra,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-06-03,Maharashtra,Corn,32,37 - 41,38 - 53,1kg,resource/images/vegetables/corn-64.png
26,2024-06-03,Maharashtra,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
27,2024-06-03,Maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-06-03,Maharashtra,Dill Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-06-03,Maharashtra,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-06-03,Maharashtra,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
31,2024-06-03,Maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-06-03,Maharashtra,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-06-03,Maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-06-03,Maharashtra,French Beans,173,199 - 220,208 - 285,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-06-03,Maharashtra,Garlic,262,301 - 333,314 - 432,1kg,resource/images/vegetables/garlic-64.png
36,2024-06-03,Maharashtra,Ginger,140,161 - 178,168 - 231,1kg,resource/images/vegetables/ginger-64.png
37,2024-06-03,Maharashtra,Onion Green,42,48 - 53,50 - 69,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-06-03,Maharashtra,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-06-03,Maharashtra,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-06-03,Maharashtra,Lemon (Lime),110,127 - 140,132 - 182,1kg,resource/images/vegetables/lemon-64.png
41,2024-06-03,Maharashtra,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-06-03,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-06-03,Maharashtra,Mushroom,89,102 - 113,107 - 147,1kg,resource/images/vegetables/mushroom-64.png
44,2024-06-03,Maharashtra,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-06-03,Maharashtra,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-06-03,Maharashtra,Pumpkin,21,24 - 27,25 - 35,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-06-03,Maharashtra,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
48,2024-06-03,Maharashtra,Ridge Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-06-03,Maharashtra,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
50,2024-06-03,Maharashtra,Snake Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-06-03,Maharashtra,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-06-03,Maharashtra,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
53,2024-06-03,Maharashtra,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-06-04,Maharashtra,Onion Big,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionbig-64.png
1,2024-06-04,Maharashtra,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-06-04,Maharashtra,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
3,2024-06-04,Maharashtra,Green Chilli,87,100 - 110,104 - 144,1kg,resource/images/vegetables/greenchili-64.png
4,2024-06-04,Maharashtra,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
5,2024-06-04,Maharashtra,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
6,2024-06-04,Maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
7,2024-06-04,Maharashtra,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-06-04,Maharashtra,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
9,2024-06-04,Maharashtra,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-06-04,Maharashtra,Baby Corn,60,69 - 76,72 - 99,1kg,resource/images/vegetables/babycorn-64.png
11,2024-06-04,Maharashtra,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-06-04,Maharashtra,Capsicum,41,47 - 52,49 - 68,1kg,resource/images/vegetables/capsicum-64.png
13,2024-06-04,Maharashtra,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-06-04,Maharashtra,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-06-04,Maharashtra,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-06-04,Maharashtra,Broad Beans,65,75 - 83,78 - 107,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-06-04,Maharashtra,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
18,2024-06-04,Maharashtra,Carrot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/carrot-64.png
19,2024-06-04,Maharashtra,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-06-04,Maharashtra,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-06-04,Maharashtra,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
22,2024-06-04,Maharashtra,Colocasia Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-06-04,Maharashtra,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
24,2024-06-04,Maharashtra,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-06-04,Maharashtra,Corn,32,37 - 41,38 - 53,1kg,resource/images/vegetables/corn-64.png
26,2024-06-04,Maharashtra,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
27,2024-06-04,Maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-06-04,Maharashtra,Dill Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-06-04,Maharashtra,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-06-04,Maharashtra,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
31,2024-06-04,Maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-06-04,Maharashtra,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-06-04,Maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-06-04,Maharashtra,French Beans,173,199 - 220,208 - 285,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-06-04,Maharashtra,Garlic,262,301 - 333,314 - 432,1kg,resource/images/vegetables/garlic-64.png
36,2024-06-04,Maharashtra,Ginger,140,161 - 178,168 - 231,1kg,resource/images/vegetables/ginger-64.png
37,2024-06-04,Maharashtra,Onion Green,42,48 - 53,50 - 69,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-06-04,Maharashtra,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-06-04,Maharashtra,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-06-04,Maharashtra,Lemon (Lime),110,127 - 140,132 - 182,1kg,resource/images/vegetables/lemon-64.png
41,2024-06-04,Maharashtra,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-06-04,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-06-04,Maharashtra,Mushroom,89,102 - 113,107 - 147,1kg,resource/images/vegetables/mushroom-64.png
44,2024-06-04,Maharashtra,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-06-04,Maharashtra,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-06-04,Maharashtra,Pumpkin,21,24 - 27,25 - 35,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-06-04,Maharashtra,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
48,2024-06-04,Maharashtra,Ridge Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-06-04,Maharashtra,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
50,2024-06-04,Maharashtra,Snake Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-06-04,Maharashtra,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-06-04,Maharashtra,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
53,2024-06-04,Maharashtra,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-06-05,Maharashtra,Onion Big,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionbig-64.png
1,2024-06-05,Maharashtra,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-06-05,Maharashtra,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
3,2024-06-05,Maharashtra,Green Chilli,87,100 - 110,104 - 144,1kg,resource/images/vegetables/greenchili-64.png
4,2024-06-05,Maharashtra,Beetroot,39,45 - 50,47 - 64,1kg,resource/images/vegetables/beetroot-64.png
5,2024-06-05,Maharashtra,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
6,2024-06-05,Maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
7,2024-06-05,Maharashtra,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-06-05,Maharashtra,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
9,2024-06-05,Maharashtra,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-06-05,Maharashtra,Baby Corn,60,69 - 76,72 - 99,1kg,resource/images/vegetables/babycorn-64.png
11,2024-06-05,Maharashtra,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-06-05,Maharashtra,Capsicum,41,47 - 52,49 - 68,1kg,resource/images/vegetables/capsicum-64.png
13,2024-06-05,Maharashtra,Bitter Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-06-05,Maharashtra,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-06-05,Maharashtra,Butter Beans,54,62 - 69,65 - 89,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-06-05,Maharashtra,Broad Beans,65,75 - 83,78 - 107,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-06-05,Maharashtra,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
18,2024-06-05,Maharashtra,Carrot,44,51 - 56,53 - 73,1kg,resource/images/vegetables/carrot-64.png
19,2024-06-05,Maharashtra,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-06-05,Maharashtra,Cluster beans,41,47 - 52,49 - 68,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-06-05,Maharashtra,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
22,2024-06-05,Maharashtra,Colocasia Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-06-05,Maharashtra,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
24,2024-06-05,Maharashtra,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-06-05,Maharashtra,Corn,32,37 - 41,38 - 53,1kg,resource/images/vegetables/corn-64.png
26,2024-06-05,Maharashtra,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
27,2024-06-05,Maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-06-05,Maharashtra,Dill Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-06-05,Maharashtra,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-06-05,Maharashtra,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
31,2024-06-05,Maharashtra,Brinjal (Big),30,35 - 38,36 - 50,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-06-05,Maharashtra,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-06-05,Maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-06-05,Maharashtra,French Beans,173,199 - 220,208 - 285,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-06-05,Maharashtra,Garlic,262,301 - 333,314 - 432,1kg,resource/images/vegetables/garlic-64.png
36,2024-06-05,Maharashtra,Ginger,140,161 - 178,168 - 231,1kg,resource/images/vegetables/ginger-64.png
37,2024-06-05,Maharashtra,Onion Green,42,48 - 53,50 - 69,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-06-05,Maharashtra,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-06-05,Maharashtra,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-06-05,Maharashtra,Lemon (Lime),110,127 - 140,132 - 182,1kg,resource/images/vegetables/lemon-64.png
41,2024-06-05,Maharashtra,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-06-05,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-06-05,Maharashtra,Mushroom,89,102 - 113,107 - 147,1kg,resource/images/vegetables/mushroom-64.png
44,2024-06-05,Maharashtra,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-06-05,Maharashtra,Ladies Finger,47,54 - 60,56 - 78,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-06-05,Maharashtra,Pumpkin,21,24 - 27,25 - 35,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-06-05,Maharashtra,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
48,2024-06-05,Maharashtra,Ridge Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-06-05,Maharashtra,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
50,2024-06-05,Maharashtra,Snake Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-06-05,Maharashtra,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-06-05,Maharashtra,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
53,2024-06-05,Maharashtra,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-06-06,Maharashtra,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
1,2024-06-06,Maharashtra,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-06-06,Maharashtra,Tomato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/tomato-64.png
3,2024-06-06,Maharashtra,Green Chilli,93,107 - 118,112 - 153,1kg,resource/images/vegetables/greenchili-64.png
4,2024-06-06,Maharashtra,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
5,2024-06-06,Maharashtra,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
6,2024-06-06,Maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
7,2024-06-06,Maharashtra,Amaranth Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/amaranthleaves-64.png
8,2024-06-06,Maharashtra,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
9,2024-06-06,Maharashtra,Ash gourd,22,25 - 28,26 - 36,1kg,resource/images/vegetables/ashgourd-64.png
10,2024-06-06,Maharashtra,Baby Corn,61,70 - 77,73 - 101,1kg,resource/images/vegetables/babycorn-64.png
11,2024-06-06,Maharashtra,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
12,2024-06-06,Maharashtra,Capsicum,47,54 - 60,56 - 78,1kg,resource/images/vegetables/capsicum-64.png
13,2024-06-06,Maharashtra,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
14,2024-06-06,Maharashtra,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
15,2024-06-06,Maharashtra,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
16,2024-06-06,Maharashtra,Broad Beans,74,85 - 94,89 - 122,1kg,resource/images/vegetables/broadbeans-64.png
17,2024-06-06,Maharashtra,Cabbage,32,37 - 41,38 - 53,1kg,resource/images/vegetables/cabbage-64.png
18,2024-06-06,Maharashtra,Carrot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/carrot-64.png
19,2024-06-06,Maharashtra,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
20,2024-06-06,Maharashtra,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
21,2024-06-06,Maharashtra,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
22,2024-06-06,Maharashtra,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
23,2024-06-06,Maharashtra,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
24,2024-06-06,Maharashtra,Coriander Leaves,6,7 - 8,7 - 10,1kg,resource/images/vegetables/corianderleaves-64.png
25,2024-06-06,Maharashtra,Corn,32,37 - 41,38 - 53,1kg,resource/images/vegetables/corn-64.png
26,2024-06-06,Maharashtra,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
27,2024-06-06,Maharashtra,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
28,2024-06-06,Maharashtra,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
29,2024-06-06,Maharashtra,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
30,2024-06-06,Maharashtra,Brinjal,36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjal-64.png
31,2024-06-06,Maharashtra,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
32,2024-06-06,Maharashtra,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
33,2024-06-06,Maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
34,2024-06-06,Maharashtra,French Beans,93,107 - 118,112 - 153,1kg,resource/images/vegetables/frenchbeans-64.png
35,2024-06-06,Maharashtra,Garlic,189,217 - 240,227 - 312,1kg,resource/images/vegetables/garlic-64.png
36,2024-06-06,Maharashtra,Ginger,137,158 - 174,164 - 226,1kg,resource/images/vegetables/ginger-64.png
37,2024-06-06,Maharashtra,Onion Green,45,52 - 57,54 - 74,1kg,resource/images/vegetables/oniongreen-64.png
38,2024-06-06,Maharashtra,Green Peas,42,48 - 53,50 - 69,1kg,resource/images/vegetables/greenpeas-64.png
39,2024-06-06,Maharashtra,Ivy Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ivygourd-64.png
40,2024-06-06,Maharashtra,Lemon (Lime),81,93 - 103,97 - 134,1kg,resource/images/vegetables/lemon-64.png
41,2024-06-06,Maharashtra,Mango Raw,30,35 - 38,36 - 50,1kg,resource/images/vegetables/mangoraw-64.png
42,2024-06-06,Maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
43,2024-06-06,Maharashtra,Mushroom,89,102 - 113,107 - 147,1kg,resource/images/vegetables/mushroom-64.png
44,2024-06-06,Maharashtra,Mustard Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/mustardleaves-64.png
45,2024-06-06,Maharashtra,Ladies Finger,45,52 - 57,54 - 74,1kg,resource/images/vegetables/ladiesfinger-64.png
46,2024-06-06,Maharashtra,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
47,2024-06-06,Maharashtra,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
48,2024-06-06,Maharashtra,Ridge Gourd,35,40 - 44,42 - 58,1kg,resource/images/vegetables/ridgegourd-64.png
49,2024-06-06,Maharashtra,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
50,2024-06-06,Maharashtra,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
51,2024-06-06,Maharashtra,Sorrel Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/sorrelleaves-64.png
52,2024-06-06,Maharashtra,Spinach,13,15 - 17,16 - 21,1kg,resource/images/vegetables/spinach-64.png
53,2024-06-06,Maharashtra,Sweet Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/sweetpotato-64.png
0,2024-06-07,Maharashtra,Onion Big,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionbig-64.png
1,2024-06-07,Maharashtra,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
2,2024-06-07,Maharashtra,Tomato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/tomato-64.png
3,2024-06-07,Maharashtra,Green Chilli,93,107 - 118,112 - 153,1kg,resource/images/vegetables/greenchili-64.png
4,2024-06-07,Maharashtra,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
5,2024-06-07,Maharashtra,Potato,33,38 - 42,40 - 54,1kg,resource/images/vegetables/potato-64.png
